,Video,Views,Yesterday,Publication year
98,"Calvin Harris - Feels (Official Video) ft. Pharrell Williams, Katy Perry, Big Sean",774983333,88295,2017
99,L'Algérino - Les Menottes,773145101,86227,2017
100,Katy Perry - Chained To The Rhythm (Official) ft. Skip Marley,770053804,42853,2017
101,"Alex Sensation, Ozuna - Que Va",762050372,281715,2017
102,Simone & Simaria - Loka ft. Anitta,757929613,22482,2017
103,Selena - Como La Flor (Live From Astrodome),755360867,158927,2017
104,"ZAYN, Taylor Swift - I Don’t Wanna Live Forever (Fifty Shades Darker)",755283608,72131,2017
105,Maroon 5 - What Lovers Do ft. SZA (Official Music Video),747676170,112742,2017
106,"Acústico 1Kilo - Deixe-me Ir (Baviera, Knust e Pablo Martins)",739139991,202655,2017
107,Axwell /\ Ingrosso - More Than You Know,739119281,124580,2017
108,Brett Young - In Case You Didn't Know,736880812,164394,2017
109,Mon Laferte - Mi Buen Amor (Video Oficial) ft. Enrique Bunbury,732279122,292153,2017
110,"Charlie Puth - ""How Long"" [Official Video]",722344374,56873,2017
111,"Migos, Nicki Minaj, Cardi B - MotorSport (Official Video)",721645753,47341,2017
112,Billie Eilish - Bellyache (Official Music Video),721572973,101240,2017
113,Daddy Yankee ft. Ozuna - La Rompe Corazones (Video Lyric Oficial),712535929,19777,2017
114,"Prince Royce, Shakira - Deja vu (Official Video)",697640048,119679,2017
115,"Morat, Juanes - Besos En Guerra (Video Oficial)",695081938,106627,2017
116,MC Kevinho - O Grave Bater [Sintonia Soundtrack] (KondZilla),693739261,67794,2017
117,Katy Perry - Swish Swish (Official) ft. Nicki Minaj,693575883,17189,2017
118,Romeo Santos - Imitadora (Official Lyric Video),692534983,136592,2017
119,"Luis Fonsi, Daddy Yankee - Despacito (Audio) ft. Justin Bieber",686143532,13410,2017
120,"Lil Baby ""Freestyle"" Official Music Video",679696913,177639,2017
121,DAOKO × 米津玄師『打上花火』MUSIC VIDEO,668638479,180464,2017
122,LUGAR SECRETO | CLIPE OFICIAL | EP CÉU | GABRIELA ROCHA,668363690,92163,2017
123,Daddy Yankee ft. Ozuna - La Rompe Corazones (Video Oficial),660424410,11437,2017
124,"Ae Dil Hai Mushkil Title Track Full Video - Ranbir, Anushka, Aishwarya | Arijit Singh| Pritam",651711587,192486,2017
125,Midian Lima - Jó - COM LETRA (VideoLETRA® oficial MK Music),648166805,153204,2017
126,Kygo & Selena Gomez - It Ain't Me (Audio),647847724,34150,2017
127,Gucci Mane - I Get The Bag feat. Migos [Official Music Video],647781022,98169,2017
128,"TWICE ""LIKEY"" M/V",642697952,55087,2017
129,Naah - Harrdy Sandhu Feat. Nora Fatehi | Jaani | B Praak |Official Music Video-Latest Hit Song 2017,642659653,149365,2017
130,Future - Mask Off (Official Music Video),641224835,74389,2017
131,Harrdy Sandhu - Backbone | Jaani | B Praak | Zenith Sidhu | Latest Romantic Song 2017,640333188,54850,2017
132,#Video | राते दिया बुताके | #Pawan Singh | Indu Sonali | #Amrapali Dubey | Rate Diya Butake | Satya,639116614,79113,2017
133,"G-Eazy - No Limit REMIX ft. A$AP Rocky, Cardi B, French Montana, Juicy J, Belly",637782286,110118,2017
134,XXXTENTACION - Jocelyn Flores (Audio),636001212,13684,2017
135,XXXTENTACION - Look At Me! (Audio),632513587,54479,2017
136,Me Mata - Bad Bunny x Arcangel x Bryant Myers x Almighty x Noriel x Baby Rasta x Brytiago 🏌,629769683,109991,2017
137,"Yo Yo Honey Singh: DIL CHORI (Video) Simar Kaur, Ishers | Hans Raj Hans | Sonu Ke Titu Ki Sweety",629693301,163059,2017
138,Cheez Badi Full Video | Machine | Mustafa & Kiara Advani | Udit Narayan & Neha Kakkar | T-Series,626966494,14576,2017
139,Calibre 50 - Corrido De Juanito,618961809,87612,2017
140,Rvssian - Si Tu Lo Dejas FT Bad Bunny X Farruko X Nicky Jam X King Kosa,618582973,42578,2017
141,Duki - She Don't Give a FO (ft. Khea) Prod. by Omar Varela,617938897,66236,2017
142,Na Ja - Pav Dharia (Official Video) | 4K Video | Dance Hit | Punjabi Songs | #pavdharia #najanaja,616176172,131208,2017
143,Ed Sheeran - Galway Girl [Official Music Video],611972865,35799,2017
144,BTS (방탄소년단) 'Not Today' Official MV,609090304,42522,2017
145,Sebastián Yatra - Devuélveme El Corazón (Official Video),608095847,181962,2017
146,The Weeknd - Reminder (Official Video),598690741,132579,2017
147,"Arijit Singh : Lambiyaan Si Judaiyaan With Lyrics | Raabta | Sushant Rajput, Kriti Sanon | T-Series",596663085,316327,2017
148,Kane Brown - Heaven,596158972,90923,2017
149,"Jon Z - 0 Sentimientos (Remix) ft. Baby Rasta, Noriel, Lyan, Darkiel, Messiah [Official Video]",595995661,212705,2017
150,Gusttavo Lima - Apelido Carinhoso - DVD Buteco do Gusttavo Lima 2 (Vídeo Oficial),595268523,45629,2017
151,Major Lazer - Sua Cara (Feat. Anitta & Pabllo Vittar) [Official Music Video],594224915,30672,2017
152,Main Tera Boyfriend Song | Raabta | Arijit S | Neha K Meet Bros | Sushant Singh Rajput Kriti Sanon,593152255,153853,2017
153,Amenazzy ft. Lary Over - Solo (Video Oficial),592946155,296468,2017
154,"Don Omar, Zion & Lennox - Te Quiero Pa´Mi",592245690,128198,2017
155,Ozuna - La Modelo Ft Cardi B (Video Oficial),590509865,49854,2017
156,Dulce Pecado - Jessi Uribe l Video Oficial,588279015,111587,2017
157,"Selena Gomez, Marshmello - Wolves",585929179,106023,2017
158,MACKLEMORE FEAT LIL YACHTY - MARMALADE (OFFICIAL MUSIC VIDEO),580646951,37089,2017
159,Lil Uzi Vert - XO Tour Llif3 (Official Music Video),570234796,83825,2017
160,Marília Mendonça - De Quem É A Culpa? - DVD Realidade,568254718,77126,2017
161,Migos - Slippery feat. Gucci Mane [Official Video],567263719,86880,2017
162,Danny Ocean - Dembow (Official Audio),565277310,194307,2017
163,Ed Sheeran - Castle On The Hill [Official Music Video],565267074,64048,2017
164,Gustavo Mioto - Anti-Amor Part Jorge e Mateus,558415264,104800,2017
165,Henrique e Juliano - VIDINHA DE BALADA - DVD O Céu Explica Tudo,557579705,40597,2017
166,KHESARI LAL YADAV SUPERHIT MOVIE SONG - Saj Ke Sawar Ke (HD) | BHOJPURI SUPERHIT FULL VIDEO SONG,555016849,178671,2017
167,"Jogi - Lyrical | Shaadi Mein Zaroor Aana | Rajkummar Rao, Kriti Kharbanda | Arko ft Aakanksha Sharma",553561490,373300,2017
168,BTS (방탄소년단) '봄날 (Spring Day)' Official MV,550565330,59158,2017
169,Miley Cyrus - Malibu (Official Video),549667713,33598,2017
170,"Zedd, Alessia Cara - Stay (Lyric Video)",547844031,88358,2017
171,Marshmello ft. Khalid - Silence (Official Lyric Video),543822570,36526,2017
172,"Hawayein Lyrical Video - Jab Harry Met Sejal | Shah Rukh Khan, Anushka | Arijit Singh | Pritam",542644351,162293,2017
173,Ed Sheeran - Perfect Symphony [with Andrea Bocelli] (Official Music Video),541198067,91536,2017
174,Lartiste - Chocolat feat. Awa Imani (Clip Officiel),539386810,56204,2017
175,David Guetta ft Justin Bieber - 2U (The Victoria’s Secret Angels Lip Sync),539358161,32857,2017
176,Demi Lovato - Sorry Not Sorry (Official Video),535608486,28123,2017
177,Nacho - Happy Happy ft. Los Mendoza,533512627,18167,2017
178,KYLE - iSpy feat. Lil Yachty [Official Music Video],528559703,50976,2017
179,Pablo Alborán - Saturno (Videoclip Oficial),527415904,314247,2017
180,Lil Peep - Save That Shit (Official Video),526935301,80740,2017
181,"Louis Tomlinson - Back to You (Official Video) ft. Bebe Rexha, Digital Farm Animals",524570177,26124,2017
182,Aleyna Tilki - Sen Olsan Bari,522903041,27324,2017
183,Sinéad O'Connor - Nothing Compares 2 U (Official Music Video) [HD],521401908,129130,2017
184,El Bebeto - Seremos (Video Oficial),521287969,89677,2017
185,J Balvin - Sigo Extrañándote (Official Video),521162475,29933,2017
186,BAD BUNNY - TÚ NO METES CABRA (Video Oficial),521052104,64977,2017
187,"Abraham Mateo, Farruko, Christian Daniel - Loco Enamorado (Video Oficial)",518264244,158917,2017
188,Si Tú La Ves - Nicky Jam Ft Wisin | Video Oficial,517592146,95125,2017
189,"Nego do Borel - Você Partiu Meu Coração (Videoclipe) ft. Anitta, Wesley Safadão",510609910,21922,2017
190,Travis Scott - BUTTERFLY EFFECT,508303785,131056,2017
191,Pitbull & J Balvin - Hey Ma ft Camila Cabello (Spanish Version | The Fate of the Furious: The Album),507713322,45130,2017
192,Abusadamente - MC Gustta e MC DG (KondZilla) | Official Music Video,506991350,74697,2017
193,Melim - Meu Abrigo,502441975,55816,2017
194,Rae Sremmurd - Swang (Official Video),498538592,30498,2017
195,"Humsafar (Full Video) | Varun & Alia Bhatt | Akhil Sachdeva | ""Badrinath Ki Dulhania""",498246907,344935,2017
196,Halsey - Bad At Love,497301107,197750,2017
197,Poesia Acústica #3 - Capricorniana - Sant | Tiago Mac | Lord | Maria | Choice,496062079,114157,2017
198,Armada - Asal Kau Bahagia (Official Lyric Video),495588859,100762,2017
199,"The Breakup Song Full Video - ADHM|Ranbir, Anushka|Arijit,Badshah,Jonita,Nakash|Pritam",493819804,83712,2017
200,Mano Walter - Não Deixo Não,491567949,21415,2017
201,Noor Alzain And Mohamed Alfaras - Ydk Blras (Offical Video) | نور الزين ومحمد الفارس - يدك بالراس,490887262,58511,2017
202,"Sara Paula Gómez Arias - Cuán lejos voy (De ""Moana"")",487909048,57305,2017
203,Marília Mendonça - Amante Não Tem Lar - DVD Realidade,487349297,88165,2017
204,Bruno Mars - Versace on the Floor (Official Music Video),485877464,72642,2017
205,Luke Combs - When It Rains It Pours (Official Video),481232826,121028,2017
206,21 Savage - Bank Account (Official Audio),477276557,58196,2017
207,"TWICE ""Heart Shaker"" M/V",475653871,48388,2017
208,Badnam | Mankirt Aulakh Feat Dj Flow | Sukh Sanghera | Singga | Speed Records,472478741,11738,2017
209,Ozuna feat. J Balvin - Quiero Repetir (Audio Oficial) | Odisea,470155940,38933,2017
210,ทดเวลาบาดเจ็บ - บอย พนมไพร OST.ไทบ้านเดอะซีรีส์【Official MV】,467146050,41904,2017
211,Kehlani & G-Eazy - Good Life (from The Fate of the Furious: The Album) [Official Music Video],466926346,132400,2017
212,Mercy - Badshah Feat. Lauren Gottlieb | Official Music Video | Latest Hit Song 2017,465572602,100279,2017
213,Cali Y El Dandee - La Estrategia,463327973,32086,2017
214,"J. Balvin, Jowell & Randy - Bonita (Official Video)",462682883,36034,2017
215,Ozuna FT Anuel AA - Bebe (Lyric Video) | Odisea,462611408,106942,2017
216,Mon Laferte - Amárrame (Video Oficial) ft. Juanes,462222414,96066,2017
217,Zaalima | Raees | Shah Rukh Khan | Arijit Singh & Harshdeep Kaur | JAM8 | Pritam,460890603,99457,2017
218,"Anitta, Mc Zaac, Maejor feat. Tropkillaz & DJ Yuri Martins - Vai Malandra [Official Music Video]",460582169,15247,2017
219,Henrique e Juliano - AQUELA PESSOA - DVD O Céu Explica Tudo,459572873,114707,2017
220,Alan Walker - Faded (Live Performance),457169770,204872,2017
221,"Logic - 1-800-273-8255 ft. Alessia Cara, Khalid (Official Video)",456243443,43383,2017
222,6IX9INE - GUMMO (OFFICIAL MUSIC VIDEO),456159952,16094,2017
223,Алексей Воробьев - Я тебя люблю,452558958,21363,2017
224,Bad Bunny x Gigolo & La Exce - Sexto Sentido (Video Oficial),451113687,96112,2017
225,JESSE & JOY – Me Soltaste (Video Oficial),450950821,70843,2017
226,กอดจูบลูบคลำ - L.กฮ. | TMG OFFICIAL MV,450504351,20966,2017
227,"Nazm Nazm - Lyrical | Bareilly Ki Barfi | Kriti Sanon, Ayushmann Khurrana & Rajkummar Rao | Arko",446579799,172535,2017
228,Little Mix - Power (Official Video) ft. Stormzy,446031143,52516,2017
229,Kell Smith - Era Uma Vez (Videoclipe Oficial),445626448,64102,2017
230,Juliano Son | Lindo és + Só Quero Ver Você (Livres Ao Vivo Em São Paulo),445041434,131597,2017
231,Qismat (Full Video) | Ammy Virk | Sargun Mehta | Jaani | B Praak | Arvindr Khaira | Punjabi Songs,442106155,42197,2017
232,"""Mere Rashke Qamar"" Song With Lyrics | Baadshaho | Ajay Devgn, Ileana, Nusrat & Rahat Fateh Ali Khan",440870634,224404,2017
233,"That Time of Year (From ""Olaf's Frozen Adventure"")",439531217,56459,2017
234,Yaar Beli : Guri (Official Video) Deep Jandu | Parmish Verma | Punjabi Song | GK Digital | Geet MP3,439342080,75886,2017
235,BIG SHAQ - MANS NOT HOT (MUSIC VIDEO),439328498,24406,2017
236,Bryant Myers - Un Ratito Mas ft. Bad Bunny (Video Oficial),438614697,152658,2017
237,"Dushman Na Kare Dost Ne Wo Kaam | Amit Kumar, Lata Mangeshkar | Aakhir Kyon 1985 Songs | Smita Patil",437494430,75357,2017
238,Bee Gees - Stayin' Alive (Official Music Video),436428904,171177,2017
239,Mubarak Mubarak - मुबारक हो तुमको ये शादी | Haan Maine Bhi Pyaar Kiya | Bollywood Shaadi Songs,430918851,8652,2017
240,Jon Z x Baby Rasta x Boy Wonder CF - Nunca Me Amó [Official Video],427528455,217592,2017
241,Bizzey - Traag ft. Jozo & Kraantje Pappie (prod. Ramiks & Bizzey),424559263,19450,2017
242,Adexe y Nau - Sólo Amigos (Videoclip Oficial),423019681,29024,2017
243,Nacho - Bailame,422231175,59274,2017
244,Thiago Brava Ft. Jorge - Dona Maria,421958502,11357,2017
245,Pabllo Vittar - K.O. (Videoclipe Oficial),421840909,25817,2017
246,Ozuna - Egoísta feat. Zion y Lennox (Video Oficial),417707967,37273,2017
247,The Chainsmokers - Paris (Official Lyric Video),416803700,19154,2017
248,Tarkan - Yolla,415179926,10886,2017
249,Lauv - I Like Me Better [Official Audio],414566253,105864,2017
250,Я Мишка Гумми Бер HD - Long Russian Version - 10th Anniversary Gummy Bear Song,414320168,127098,2017
251,"CNCO, Little Mix - Reggaetón Lento (Remix) [Official Video]",412931361,33483,2017
252,"Soja Zara | Baahubali 2 The Conclusion | Anushka Shetty & Prabhas | Madhushree |M.M.Kreem , Manoj M",411628446,57186,2017
253,Wesley Safadão - Ar Condicionado no 15 [DVD WS In Miami Beach],411575202,19176,2017
254,Marshmello - Summer (Official Music Video) with Lele Pons,409435361,13345,2017
255,JAANI TERA NAA (MUMMY NU PASAND) | SUNANDA SHARMA | JAANI | New Punjabi Songs 2017 | MAD 4 MUSIC,408233057,19026,2017
256,"""Hawa Hawa"" (Full Video Song) | Mubarakan | Anil Kapoor, Arjun Kapoor, Ileana D’Cruz, Athiya Shetty",406800771,142704,2017
257,Felipe Peláez - Vivo Pensando En Ti ft. Maluma,406487508,55254,2017
258,"CNCO, Yandel - Hey DJ (Official Video)",406362327,31697,2017
259,"Maite Perroni - ""Loca"" (Feat. Cali & El Dandee) [Video Oficial]",406046779,44096,2017
260,NƠI NÀY CÓ ANH | OFFICIAL MUSIC VIDEO | SƠN TÙNG M-TP,405943969,147024,2017
261,Little Mix - Touch (Official Video),405736575,28276,2017
262,XXXTENTACION - Fuck Love (Audio) (feat. Trippie Redd),403845345,13366,2017
263,Recordando A Manuel - (Video Oficial) - Lenin Ramirez feat. Gerardo Ortiz y Jesus Chairez,403431488,29571,2017
264,MC Nando DK e Jerry Smith feat. DJ Cassula - Troféu do Ano (KondZilla) | Official Music Video,402767074,30486,2017
265,IZA - Pesadão (Participação especial Marcelo Falcão),401925718,24543,2017
266,Anitta - Paradinha [Official Music Video],401876714,20366,2017
267,"Anuel AA, Bad Bunny - La Última Vez",400286973,172692,2017
268,Te Regalo - (Video Oficial) - Ulices Chaidez y Sus Plebes - DEL Records 2017,399666440,39235,2017
269,Niska - Réseaux (Clip Officiel),399220564,63222,2017
270,Bebe Rexha - I Got You [Official Music Video],399074330,31689,2017
271,"6IX9INE ""Kooda"" (WSHH Exclusive - Official Music Video)",398084997,29991,2017
272,Atif Aslam: Pehli Dafa Song (Video) | Ileana D’Cruz | Latest Hindi Song 2017 | T-Series,397881990,206268,2017
273,"Saulo Vasconcellos - De nada (De ""Moana"")",397556940,95442,2017
274,Virgoun - Bukti | A Testament (Official Lyric Video),397157871,126608,2017
275,Ding Dang - Full Video Song | Munna Michael | Javed - Mohsin | Amit Mishra & Antara Mitra,396894095,51454,2017
276,Portugal. The Man - Feel It Still (Official Music Video),393867706,67610,2017
277,"Tamma Tamma Again | Varun , Alia | Bappi L, Anuradha P | Tanishk, Badshah | ""Badrinath Ki Dulhania""",391168920,45867,2017
278,Quem Ama os Animais - Yasmin Verissimo (Reenvio),390340576,9823,2017
279,Martin Garrix & Troye Sivan - There For You (Official Video),390305906,39078,2017
280,Pills & Automobiles (Official Video),389506173,52509,2017
281,Liam Payne - Strip That Down ft. Quavo,388473432,11141,2017
282,Ed Sheeran - Castle On The Hill [Official Lyric Video],387297221,19691,2017
283,YA HABIBAL QOLBI versi SABYAN,385896821,12605,2017
284,ฉันไม่มี - ทีที T_T [Official Lyric Video],383993490,2385,2017
285,It's Goin' Down (from Descendants 2) (Official Video),382667128,65971,2017
286,Alice Merton - No Roots,382045959,74937,2017
287,Rita Ora - Anywhere [Official Video],381684854,34020,2017
288,ใจกลางเมือง - LABANOON「Official MV」,381619389,63138,2017
289,Элджей & Feduk - Розовое вино,381094214,42328,2017
290,Mann Bharrya (Full Song) | B Praak | Jaani | Himanshi Khurana | Arvindr Khaira | Punjabi Songs,381012389,51747,2017
291,"Lakdi Ki Kaathi - ""लकड़ी की काठी काठी पे घोडा"" | Masoom | Childrens Songs | Popular Kids HD Songs",380547282,52271,2017
292,Aviões - Inquilina (Álbum Xperience) [Vídeo Oficial],378237668,29227,2017
293,The Offspring - The Kids Aren't Alright (Official Music Video),377420476,211618,2017
294,Hungria - Não Troco (Official Music),377351282,51202,2017
295,Zé Neto e Cristiano - AMIGO TAXISTA - DVD Um Novo Sonho,376819225,42642,2017
296,Mon Laferte - Amárrame / Pa´Dónde Se Fue (En Vivo),376416776,64297,2017
297,Trio Parada Dura - Aceita Que Dói Menos (Ao Vivo) ft. Marilia Mendonça,375894561,63597,2017
298,Oh Nanana - Bonde R300 (KondZilla) | Official Music Video,373388182,32919,2017
299,"#Vachinde Full Video Song || Fidaa Full Video Songs || Varun Tej, Sai Pallavi || Sekhar Kammula",372795049,30010,2017
300,"Noriel, Yandel, Nicky Jam - Desperté Sin Ti",372436432,83257,2017
301,Taylor Swift - …Ready For It?,372025744,52046,2017
302,Ways to Be Wicked (from Descendants 2) (Official Video),370717128,35956,2017
303,"""Padmaavat Song"" Ghoomar: Deepika Padukone, Shahid Kapoor, Ranveer Singh|Shreya Ghoshal,Swaroop Khan",369607232,36594,2017
304,Midian Lima - Prioridade (Live Session),368133371,94521,2017
305,P!NK - What About Us (Official Video),366884453,39208,2017
306,Anitta & J Balvin - Downtown (Official Lyric Video) ft. Lele Pons & Juanpa Zurita,366133168,5450,2017
307,ถอย (a step back) - Gliss [Official Lyrics Video],364218087,4143,2017
308,Agora Vai Sentar - MCs Jhowzinho & Kadinho (KondZilla) | Official Music Video,363380300,26510,2017
309,EXO 엑소 'Ko Ko Bop' MV,363226768,18399,2017
310,Kodak Black - Tunnel Vision [Official Music Video],363000600,36356,2017
311,तुम मेरे बाद मोहब्बत को तरस जाओगे | Anu Dubey | Tum Mere Bad Mohabbat ko Taras Jaoge -Hindi Sad Song,362464858,34844,2017
