,Video,Views,Yesterday,Publication year
0,Shakira - Waka Waka (This Time for Africa) (The Official 2010 FIFA World Cup™ Song),4251428714,893239,2010
1,Justin Bieber - Baby ft. Ludacris,3395910083,588934,2010
2,Eminem - Love The Way You Lie ft. Rihanna,2986262761,364274,2010
3,Adele - Rolling in the Deep (Official Music Video),2681519941,540228,2010
4,a-ha - Take On Me (Official Video) [4K],2183081002,632489,2010
5,Bruno Mars - Just The Way You Are (Official Music Video),2052080289,324283,2010
6,Eminem - Not Afraid,1990781254,312870,2010
7,Whitney Houston - I Will Always Love You (Official 4K Video),1769848591,389278,2010
8,Aqua - Barbie Girl (Official Music Video),1620175256,273817,2010
9,Don Omar - Danza Kuduro ft. Lucenzo,1613334857,263642,2010
10,Katy Perry - Firework (Official Music Video),1521167427,95460,2010
11,"OFFICIAL Somewhere over the Rainbow - Israel ""IZ"" Kamakawiwoʻole",1507847197,250963,2010
12,The Police - Every Breath You Take (Official Music Video),1435195535,625234,2010
13,Justin Bieber - Never Say Never ft. Jaden,1273107140,274954,2010
14,Bruno Mars - Grenade (Official Music Video),1226968023,95142,2010
15,Eminem - The Real Slim Shady (Official Video - Clean Version),1080429339,267409,2010
16,Michael Jackson - Smooth Criminal (Official Video),1074250944,268986,2010
17,Rihanna - What's My Name? ft. Drake,1066992791,200714,2010
18,Waka Waka (Esto es Africa) (Cancion Oficial de la Copa Mundial de la FIFA� Sudafrica 2010),1031118854,183673,2010
19,Rihanna - Only Girl (In The World),975236080,147597,2010
20,Crazy Frog - Crazy Frog In The House (Official Video),934769395,96474,2010
21,Juan Gabriel - Así Fue (En Vivo [Desde el Instituto Nacional de Bellas Artes]),928938936,340566,2010
22,"Enrique Iglesias, Juan Luis Guerra - Cuando Me Enamoro (Closed-Captioned)",921575230,137744,2010
23,Nelly - Just A Dream (Official Music Video),890653888,308320,2010
24,Elton John - Sacrifice,815379354,590148,2010
25,"Sean Kingston, Justin Bieber - Eenie Meenie (Official Video)",793528808,225462,2010
26,Avril Lavigne - Complicated (Official Video),787985644,244481,2010
27,Katy Perry - California Gurls (Official Music Video) ft. Snoop Dogg,785096582,134656,2010
28,The Chipettes - Single Ladies (Official Music Video),732648597,73454,2010
29,B.o.B - Airplanes (feat. Hayley Williams of Paramore) [Official Video],718323285,110827,2010
30,Eminem - No Love (Explicit Version) ft. Lil Wayne,717392243,116902,2010
31,Rihanna - Rude Boy,696065826,111946,2010
32,The Black Eyed Peas - The Time (Dirty Bit),675283698,127937,2010
33,Pablo Alborán - Solamente Tú (Videoclip Oficial),675085193,83745,2010
34,Shakira - Loca (Spanish Version) ft. El Cata,672509978,62242,2010
35,David Guetta Feat. Kid Cudi - Memories (Official Video),658542172,229572,2010
36,Travie McCoy: Billionaire ft. Bruno Mars [OFFICIAL VIDEO],639587348,93381,2010
37,Santana - Maria Maria (Official Video) ft. The Product G&B,628370225,147801,2010
38,Goo Goo Dolls – Iris [Official Music Video] [4K Remaster],628261852,327514,2010
39,The Black Eyed Peas - Meet Me Halfway (Official Music Video),616263264,278535,2010
40,Phil Collins - Another Day In Paradise (Official Music Video),600726783,219312,2010
41,"Thalia, Pedro Capó - Estoy Enamorado",594987403,173402,2010
42,Lady Gaga - Alejandro (Official Music Video),594034718,95673,2010
43,CantaJuego - La Mane,585843379,18315,2010
44,"Alejandro Sanz - ""Amiga Mia"" (Video Oficial)",583273302,217039,2010
45,Camila - Aléjate De Mi,574055779,208969,2010
46,K'NAAN - Wavin' Flag (Coca-Cola Celebration Mix),564883651,124059,2010
47,GIGI D'AGOSTINO - L'AMOUR TOUJOURS ( OFFICIAL VIDEO ),562510158,158865,2010
48,Flo Rida - Club Can't Handle Me ft. David Guetta [Official Music Video] - Step Up 3D,536974119,111584,2010
49,Justin Bieber - Somebody To Love Remix ft. Usher (Official Music Video),535059545,49703,2010
50,Deixa Acontecer / Coração Radiante / Compasso Do Amor,530915997,111331,2010
51,Alejandro Fernández - Me Dedique A Perderte (Video Oficial),529460049,121226,2010
52,Prem Rog - Yeh Galiyan Yeh Chaubara Yahan Aana Na Dobara - Lata Mangeshkar,496553757,5569,2010
53,Justin Bieber - Love Me,496465742,64793,2010
54,Lady Gaga - Telephone ft. Beyoncé (Official Music Video),493774968,58660,2010
55,Stromae - Alors on danse (Official Video),489549535,110713,2010
56,La La La I Love You - Gummibär - The Gummy Bear,479469373,49314,2010
